Unit,Chiplet,Release Directory,Age (days),Size,Owner,Release Timestamp,Has Symlinks,Symlink Names,Symlink Owners,Requires Coordination,Recommendation
fwam,NDQ,run_15_09_2025_fwam_rbv_2025_09_07_4x6_clock_tree_Tzlil_Hook__2025_10_8_13_5_32,101,78G,zbirman,2025-10-08 13:05:32,Yes,SEP_10_NDQ_V1_GLC,zbirman,No,Remove symlinks first
fwam,NDQ,run_09_09_2025_fwam_rbv_2025_09_07__2025_9_21_11_18_24,119,78G,zbirman,2025-09-21 11:18:24,Yes,"SEP_10,SEP_10_NDQ","zbirman,tlevor",Yes,Coordinate with symlink owners first
dql,QNS,dql_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__2025_8_28_15_30_15,142,78G,bnevo,2025-08-28 15:30:15,No,None,None,No,Safe to delete
dql,QNS,dql_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_interface_effort__2025_9_16_8_37_15,124,78G,bnevo,2025-09-16 08:37:15,No,None,None,No,Safe to delete
fwam,NDQ,run_15_09_2025_fwam_rbv_2025_09_07_4x6_clock_tree_Tzlil_Hook_for_vivid__2025_10_15_11_8_39,95,78G,zbirman,2025-10-15 11:08:39,Yes,OCT_10,zbirman,No,Remove symlinks first
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_10_19_8_57_19,91,78G,abarman,2025-10-19 08:57:19,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_19_17_30_13,90,77G,gibell,2025-10-19 17:30:13,Yes,"SEP_28_FP,FNL_4PV","gibell,ekantorovich",Yes,Coordinate with symlink owners first
ribs,NDQ,ribs.ribs_be_agur_2025_08_05_flow_ww13_01_rev13__2025_9_1_0_23_16,139,77G,ynaim,2025-09-01 00:23:16,Yes,prev_release,ynaim,No,Remove symlinks first
alm,TCB,nbu_signoff_agur_alm_rbv_2025_10_09_ipo1001_2025_10_17_12_5_37,93,77G,tmazor,2025-10-17 12:05:37,No,None,None,No,Safe to delete
top_yc_gpio,TOP_YC,top_yc_gpio_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_new__2025_9_29_11_4_43,111,77G,lschwartz,2025-09-29 11:04:43,Yes,"SEP_10_TOP_YC_1NL,prev_fcl_release","tlevor,lschwartz",Yes,Coordinate with symlink owners first
dqs,QNS,dqs_rbv_2025_08_28_agur_condb_int3_2025_08_27_0_snap_r1_so__2025_10_20_2_6_44,90,77G,abarman,2025-10-20 02:06:44,Yes,QNS_ww43_v1_partial_VIVID,alexandrue,Yes,Coordinate with symlink owners first
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_16_11_44_11,94,77G,brachas,2025-10-16 11:44:11,Yes,"SEP_28_FP,FNL_4PV","brachas,ekantorovich",Yes,Coordinate with symlink owners first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_cmp__2025_9_21_9_19_20,119,76G,aamsalem,2025-09-21 09:19:20,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_cmp__2025_9_21_10_24_46,119,76G,aamsalem,2025-09-21 10:24:46,Yes,prev_SEP_10,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_fix-gl-check__2025_10_6_14_21_6,103,75G,aamsalem,2025-10-06 14:21:06,Yes,SEP_10_NDQ_V1_GLC,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_3_14_36_0,106,75G,aamsalem,2025-10-03 14:36:00,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_9_21_13_23_53,118,75G,aamsalem,2025-09-21 13:23:53,Yes,"SEP_10,SEP_10_NDQ","aamsalem,tlevor",Yes,Coordinate with symlink owners first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_15_10_8_41,95,75G,aamsalem,2025-10-15 10:08:41,Yes,OCT_10,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_15_10_5_44,95,75G,aamsalem,2025-10-15 10:05:44,Yes,SEP_10_NDQ_V1,aamsalem,No,Remove symlinks first
dcmp,NDQ,dcmp_21_9_script_driver_routing_blockage__2025_10_5_15_10_34,104,75G,rmenasheof,2025-10-05 15:10:34,Yes,SEP_10_L,rmenasheof,Yes,Coordinate with symlink owners first
dqamci,QNS,dqamci_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_18_7_16_45,92,75G,mlanzerer,2025-10-18 07:16:45,Yes,"SEP_10,QNS_ww43_v1_partial_VIVID","mlanzerer,alexandrue",Yes,Coordinate with symlink owners first
dqamci,QNS,dqamci_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_16_8_46_23,94,75G,mlanzerer,2025-10-16 08:46:23,Yes,"QNS_ww42_1NL_1st_release,prev_SEP_10,QNS_before_vivid_loop","mlanzerer,alexandrue",Yes,Coordinate with symlink owners first
px,NDQ,px_rbv_2025_06_09_condb_TLV__2025_8_20_10_2_48,151,75G,thadad,2025-08-20 10:02:48,No,None,None,No,Safe to delete
clr,NDQ,clr_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_tlv_2_DEL__2025_8_28_18_31_36,142,74G,ayerushalmy,2025-08-28 18:31:36,No,None,None,No,Safe to delete
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2__2025_10_3_16_59_36,106,74G,ayerushalmy,2025-10-03 16:59:36,No,None,None,No,Safe to delete
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2__2025_9_25_10_48_17,115,74G,ayerushalmy,2025-09-25 10:48:17,Yes,"SEP_10,SEP_10_NDQ,prev_OCT_10,SEP_10_NDQ_V1_GLC","tlevor,ayerushalmy",Yes,Coordinate with symlink owners first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4__2025_9_21_11_10_14,119,74G,ayerushalmy,2025-09-21 11:10:14,Yes,prev_SEP_10,ayerushalmy,No,Remove symlinks first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_16_15_14_51,93,74G,ayerushalmy,2025-10-16 15:14:51,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,ayerushalmy",Yes,Coordinate with symlink owners first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_15_13_54_30,94,74G,ayerushalmy,2025-10-15 13:54:30,Yes,OCT_10,ayerushalmy,No,Remove symlinks first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_19_16_7_22,90,74G,ayerushalmy,2025-10-19 16:07:22,Yes,OCT_10_V2,ayerushalmy,No,Remove symlinks first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_8_9_7_16,102,74G,shlomoc,2025-10-08 09:07:16,Yes,prev_SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_9_18_16_36_4,121,74G,shlomoc,2025-09-18 16:36:04,Yes,"SEP_10,SEP_10_NDQ","shlomoc,tlevor",Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_19_18_24_17,90,74G,shlomoc,2025-10-19 18:24:17,Yes,OCT_10_V2,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_15_15_50_51,94,74G,shlomoc,2025-10-15 15:50:51,Yes,SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_15_16_5_35,94,74G,shlomoc,2025-10-15 16:05:35,Yes,OCT_10,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_8_9_13_2,102,74G,shlomoc,2025-10-08 09:13:02,Yes,prev_SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_9_18_16_42_14,121,74G,shlomoc,2025-09-18 16:42:14,Yes,"prev_fe_dct_golden_release,SEP_10_NDQ,prev_SEP_10","shlomoc,tlevor",Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_19_18_24_17,90,74G,shlomoc,2025-10-19 18:24:17,Yes,OCT_10_V2,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_15_15_51_49,94,74G,shlomoc,2025-10-15 15:51:49,Yes,SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_15_16_5_39,94,74G,shlomoc,2025-10-15 16:05:39,Yes,OCT_10,shlomoc,Yes,Coordinate with symlink owners first
yu_mng,TOP_YC,yu_mng_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_01__2025_10_13_13_9_22,96,74G,aspiegelglas,2025-10-13 13:09:22,Yes,NDQ_RUNS,nduanis,Yes,Coordinate with symlink owners first
dqavo,QNS,dqavo_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_nflow_2_ref__2025_5_27_10_23_25,236,74G,maximkr,2025-05-27 10:23:25,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_15_11_39_43,95,73G,gibell,2025-10-15 11:39:43,Yes,prev_OCT_10,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_11_7_13_59,99,73G,gibell,2025-10-11 07:13:59,No,None,None,No,Safe to delete
fwam,NDQ,fwam_rbv_2025_06_18_tlv_newref__2025_8_31_21_46_14,139,73G,arot,2025-08-31 21:46:14,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_8_15_27_52,101,73G,gibell,2025-10-08 15:27:52,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_19_17_14_7,90,73G,gibell,2025-10-19 17:14:07,Yes,OCT_10_V2,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_16_11_54_4,94,73G,gibell,2025-10-16 11:54:04,Yes,OCT_10,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_16_11_52_47,94,73G,gibell,2025-10-16 11:52:47,No,None,None,No,Safe to delete
yu_mng,TOP_YC,yu_mng_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_ahlam_ref__2025_8_6_15_34_51,164,73G,aspiegelglas,2025-08-06 15:34:51,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_16_11_22_22,124,72G,brachas,2025-09-16 11:22:22,Yes,"SEP_10,SEP_10_NDQ","brachas,tlevor",Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_15_11_53_0,95,72G,brachas,2025-10-15 11:53:00,Yes,"prev_release,OCT_10","zbirman,brachas",Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_9_30_12_16_48,110,72G,miancu,2025-09-30 12:16:48,Yes,SEP_10,miancu,Yes,Coordinate with symlink owners first
dqavi,QNS,dqavi_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_signoff_1001__2025_5_25_20_15_44,237,72G,abarman,2025-05-25 20:15:44,No,None,None,No,Safe to delete
bta,TCB,bta_rbv_2025_03_17_condb_int1_11_4_BE_TNL_snap_input_test__2025_4_28_9_48_13,265,72G,ysapojnikov,2025-04-28 09:48:13,No,None,None,No,Safe to delete
lndm,NDQ,lndm_latest_ref__2025_5_5_20_36_51,257,72G,shlomoc,2025-05-05 20:36:51,No,None,None,No,Safe to delete
fth,CPORT,fth_rbv_2025_09_02_condb_int3_2025_08_27_0_1NL_snap_3rd_flp__2025_9_20_10_58_28,120,72G,miancu,2025-09-20 10:58:28,Yes,prev_SEP_10,miancu,Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_09_02_condb_int3_2025_08_27_0_1NL_snap_3rd_flp__2025_9_30_10_32_36,110,72G,miancu,2025-09-30 10:32:36,Yes,SEP_10_cport_eco_01,miancu,Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_new_tplanner__2025_10_8_15_10_17,101,72G,miancu,2025-10-08 15:10:17,Yes,SEP_28_FP,miancu,Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_new_tplanner_ref_run__2025_10_17_10_54_41,93,72G,lmustafa,2025-10-17 10:54:41,Yes,"SEP_28_FP_eco_01,FNL_4PV","lmustafa,ekantorovich",Yes,Coordinate with symlink owners first
psca,NDQ,psca_rbv_2025_06_10_agur_condb_int2_23_5r1_BE_SFNL_snap__2025_6_26_16_15_40,205,72G,nkahaz,2025-06-26 16:15:40,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part4__2025_8_27_9_38_42,144,72G,aamsalem,2025-08-27 09:38:42,No,None,None,No,Safe to delete
yu,NDQ,yu_agur_rbv_2025_03_17_condb_int1_11_3_BE_TNL_snap_ver7_new_flow__2025_5_25_9_29_17,238,72G,ashahock,2025-05-25 09:29:17,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_6_17_11_32,103,72G,aamsalem,2025-10-06 17:11:32,Yes,SEP_10_NDQ_V1_GLC,aamsalem,No,Remove symlinks first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_3_15_7_49,106,72G,aamsalem,2025-10-03 15:07:49,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_9_18_11_59_25,122,72G,aamsalem,2025-09-18 11:59:25,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_9_21_10_24_50,119,72G,aamsalem,2025-09-21 10:24:50,Yes,"SEP_10,SEP_10_NDQ,prev_SEP_10_NDQ_V1_GLC","aamsalem,tlevor",Yes,Coordinate with symlink owners first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_15_10_0_9,95,72G,aamsalem,2025-10-15 10:00:09,Yes,OCT_10,aamsalem,No,Remove symlinks first
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part3__2025_8_19_12_56_57,151,72G,aamsalem,2025-08-19 12:56:57,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part3__2025_8_20_10_43_46,151,72G,aamsalem,2025-08-20 10:43:46,Yes,prev_AUG_07_FP,aamsalem,No,Remove symlinks first
eri,TCB,eri_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_nf__2025_8_28_17_7_57,142,72G,hschiffavrah,2025-08-28 17:07:57,No,None,None,No,Safe to delete
ccorec,HPORT,ccorec_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_11_33_49,102,71G,dkolesnikov,2025-10-08 11:33:49,No,None,None,No,Safe to delete
dqax,QNS,new_tools__2025_5_26_21_52_49,236,71G,mlanzerer,2025-05-26 21:52:49,No,None,None,No,Safe to delete
eri,TCB,eri_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_with_usfsk_2_ref___2025_5_27_10_36_46,236,71G,maximkr,2025-05-27 10:36:46,No,None,None,No,Safe to delete
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_9_28_9_11_12,112,71G,ykatzav,2025-09-28 09:11:12,Yes,"SEP_10_V2,SEP_10_NDQ",tlevor,Yes,Coordinate with symlink owners first
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_19_16_3_10,90,71G,ykatzav,2025-10-19 16:03:10,Yes,OCT_10_V2,ykatzav,No,Remove symlinks first
fdbs,NDQ,fdbs_rbv_2025_03_18_condb_int1_11_3_BE_TNL_snap_2605__2025_6_11_11_43_40,221,71G,aspiegelglas,2025-06-11 11:43:40,No,None,None,No,Safe to delete
lnd,CPORT,run_29_09_2025_lnd_rbv_2025_09_26_trex_response_tag_065__2025_10_17_8_26_5,93,70G,shlomoc,2025-10-17 08:26:05,Yes,prev_SEP_28_FP_eco_01,shlomoc,Yes,Coordinate with symlink owners first
prtm,NDQ,test_run__2025_5_6_7_53_18,257,70G,bdaher,2025-05-06 07:53:18,No,None,None,No,Safe to delete
fth,CPORT,fth_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_npp_tlv__2025_9_18_12_14_29,122,70G,miancu,2025-09-18 12:14:29,Yes,AUG07_cport_eco_01,miancu,Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_npp_tlv__2025_8_25_10_24_9,146,70G,miancu,2025-08-25 10:24:09,No,None,None,No,Safe to delete
fth,CPORT,fth_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_tlv_trial__2025_8_5_11_4_16,166,70G,miancu,2025-08-05 11:04:16,Yes,TLV_trail_release,miancu,Yes,Coordinate with symlink owners first
fth,CPORT,fth_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_ncfg_0512__2025_5_27_10_52_46,236,70G,miancu,2025-05-27 10:52:46,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_10_3_2,122,70G,brachas,2025-09-18 10:03:02,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_29_17,122,70G,brachas,2025-09-18 09:29:17,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_49_48,122,70G,brachas,2025-09-18 09:49:48,No,None,None,No,Safe to delete
yu,NDQ,yu_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_ver5__2025_8_13_14_4_5,157,70G,ashahock,2025-08-13 14:04:05,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_16_14_40_31,93,69G,aamsalem,2025-10-16 14:40:31,Yes,"SEP_28_FP,FNL_4PV","aamsalem,ekantorovich",Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_10_8_13_53_32,101,68G,rmenasheof,2025-10-08 13:53:32,Yes,SEP_10_NDQ_V1_GLC,rmenasheof,Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_10_15_11_30_10,95,68G,rmenasheof,2025-10-15 11:30:10,Yes,OCT_10,rmenasheof,Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_9_28_15_46_55,111,68G,rmenasheof,2025-09-28 15:46:55,No,None,None,No,Safe to delete
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_9_28_15_56_58,111,68G,rmenasheof,2025-09-28 15:56:58,No,None,None,No,Safe to delete
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_5_8_14_47,105,68G,brachas,2025-10-05 08:14:47,No,None,None,No,Safe to delete
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_7_22_57_20,102,68G,brachas,2025-10-07 22:57:20,Yes,SEP_10_NDQ_V1_GLC,brachas,No,Remove symlinks first
ccorec,HPORT,ccorec_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__2025_9_30_11_13_34,110,68G,dkolesnikov,2025-09-30 11:13:34,No,None,None,No,Safe to delete
tecorel,QNS,tecorel_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_default_run__2025_9_29_13_8_53,110,68G,gnarla,2025-09-29 13:08:53,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
tecorel,QNS,tecorel_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_default_run__2025_10_17_9_0_38,93,68G,gnarla,2025-10-17 09:00:38,Yes,QNS_ww43_v1_partial_VIVID,alexandrue,Yes,Coordinate with symlink owners first
tecorer,QNS,tecorer_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_FIRST_RUN__2025_10_13_6_7_34,97,67G,hsajwan,2025-10-13 06:07:34,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
ccoref,HPORT,nbu_signoff_ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins_ipo1361_2025_9_3_9_34_15,137,67G,sorino,2025-09-03 09:34:15,Yes,prev_AUG_07_FP,sorino,Yes,Coordinate with symlink owners first
prtm,NDQ,agur_prtm_rbv_2025_06_10_condb_int2_23_5r1_BE_SFNL_snap_secondtry__2025_8_31_15_34_56,139,67G,lmustafa,2025-08-31 15:34:56,No,None,None,No,Safe to delete
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_16_18_32_37,123,67G,ykatzav,2025-09-16 18:32:37,Yes,SEP_10,ykatzav,No,Remove symlinks first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_10_14_33,102,67G,ykatzav,2025-10-08 10:14:33,Yes,SEP_28_FP,ykatzav,No,Remove symlinks first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_16_9_36_11,94,67G,ykatzav,2025-10-16 09:36:11,Yes,"SEP_28_FP_eco_01,FNL_4PV","ekantorovich,ykatzav",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_02_condb_int3_2025_08_27_0_1NL_snap_2nd_flp__2025_9_19_15_31_30,120,67G,miancu,2025-09-19 15:31:30,Yes,prev_SEP_10,miancu,Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_3_9_40_15,107,67G,miancu,2025-10-03 09:40:15,No,None,None,No,Safe to delete
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_7_18_7_45,102,67G,miancu,2025-10-07 18:07:45,Yes,"SEP_10,SEP_10_NDQ_V1_GLC","miancu,tlevor",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_V3__2025_10_20_9_58_41,90,67G,ayerushalmy,2025-10-20 09:58:41,Yes,OCT_10_V2,ayerushalmy,No,Remove symlinks first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_V3__2025_10_16_18_13_16,93,67G,ayerushalmy,2025-10-16 18:13:16,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,ayerushalmy",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_9_29_14_59_53,110,67G,miancu,2025-09-29 14:59:53,Yes,"SEP_10_V2,SEP_10_NDQ","miancu,tlevor",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_14_9_43_10,96,67G,miancu,2025-10-14 09:43:10,Yes,OCT_10,miancu,Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_11_11_29_51,99,67G,miancu,2025-10-11 11:29:51,Yes,prev_OCT_10,miancu,Yes,Coordinate with symlink owners first
ioplm,NDQ,starling_ioplm_2024_10_30__2024_11_18_9_51_54,426,67G,netaa,2024-11-18 09:51:54,Yes,"fcl_release,FNL_4PV","ekantorovich,malkyb",Yes,Coordinate with symlink owners first
tecorel,QNS,tecorel_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_lat_pin_def_tlv__2025_8_28_11_55_57,143,67G,gnarla,2025-08-28 11:55:57,No,None,None,No,Safe to delete
fthm,NDQ,fthm_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_npp_tlv__2025_8_25_10_25_50,146,65G,miancu,2025-08-25 10:25:50,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_sunbird_rbv_2023_06_14_FNL_pmuxm_dc_cfg250512__2025_6_8_14_59_35,223,65G,brachas,2025-06-08 14:59:35,No,None,None,No,Safe to delete
px,NDQ,px_rbv_beta_flow_26.05.25__2025_6_15_9_37_12,217,65G,gweisberg,2025-06-15 09:37:12,No,None,None,No,Safe to delete
dqs,QNS,dqs_rbv_2025_08_28_agur_condb_int3_2025_08_27_0_snap_r1_so__2025_9_24_21_41_11,115,65G,abarman,2025-09-24 21:41:11,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_9_24_21_59_57,115,65G,abarman,2025-09-24 21:59:57,No,None,None,No,Safe to delete
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_9_24_0_11_53,116,65G,abarman,2025-09-24 00:11:53,No,None,None,No,Safe to delete
